









Frequency of observations in the selected location(s).:
Number of taxa: 	604

	Jan				Feb				Mar				Apr				May				Jun				Jul				Aug				Sep				Oct				Nov				Dec				
Gray-cheeked/Bicknell's Thrush (<em class="sci">Catharus minimus/bicknelli</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.166E-4	7.31E-5	9.855E-4	5.366E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.206E-4	0.0016056	0.0017986	0.0024615	3.362E-4	3.335E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Swainson's Thrush (<em class="sci">Catharus ustulatus</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.838E-4	0.0092128	0.0141051	0.0169993	0.0097934	6.229E-4	3.959E-4	0.0	3.336E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.459E-4	0.0058572	0.0244959	0.0207913	0.0252172	0.0292503	0.0313611	0.0131955	0.0075598	0.0012225	6.211E-4	0.0	0.0	0.0	0.0	0.0	0.0	
Hermit Thrush (<em class="sci">Catharus guttatus</em>)	0.0875296	0.1011594	0.0792607	0.1044572	0.0874947	0.0665901	0.0744249	0.0869167	0.0792393	0.0732562	0.0845574	0.0732797	0.0729841	0.0898138	0.0652174	0.0378831	0.0146939	0.0044581	4.927E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.778E-4	0.0032185	0.0139484	0.0588334	0.0976098	0.1320293	0.139441	0.183855	0.1681185	0.1952101	0.2082139	0.2024598	0.1263603	
Catharus sp. (<em class="sci">Catharus sp.</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.838E-4	3.499E-4	8.77E-4	0.0013961	0.0010732	6.229E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	3.058E-4	0.0011351	0.0022528	0.003957	0.0032583	0.0043445	0.0036918	0.0023703	0.0030257	0.0026681	9.78E-4	9.317E-4	0.0	0.0	0.0	0.0	0.0	0.0	
Wood Thrush (<em class="sci">Hylocichla mustelina</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.476E-4	0.0052083	0.0678207	0.1251312	0.0977856	0.0675864	0.0480279	0.0492059	0.0384006	0.042537	0.0290193	0.0240447	0.0205178	0.0203528	0.0151378	0.0060744	0.0063081	0.0024465	0.0056754	0.0047308	0.0069719	0.0072925	0.0051001	0.005301	0.0033731	5.043E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
American Robin (<em class="sci">Turdus migratorius</em>)	0.3668469	0.375942	0.3571429	0.3934919	0.3871105	0.3574436	0.3988498	0.4231473	0.4298732	0.4332282	0.4390631	0.4789991	0.4735138	0.4498905	0.4232337	0.4072077	0.4163265	0.3399839	0.3516465	0.3824792	0.4138898	0.425574	0.4003038	0.4366244	0.4276514	0.3756717	0.3848937	0.3563427	0.3257403	0.2788845	0.2712538	0.2529323	0.1847263	0.1575278	0.1370054	0.1157915	0.1255206	0.1531589	0.2036477	0.2982768	0.4303178	0.4251553	0.5166392	0.474158	0.5020334	0.4694365	0.4799748	0.3929867	
thrush sp. (<em class="sci">Turdidae sp.</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.884E-4	3.103E-4	9.44E-5	0.0	0.0015	2.521E-4	1.112E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Northern Wheatear (<em class="sci">Oenanthe oenanthe</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0020011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Bohemian Waxwing (<em class="sci">Bombycilla garrulus</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.47E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Cedar Waxwing (<em class="sci">Bombycilla cedrorum</em>)	0.077729	0.0681159	0.0588972	0.0525021	0.0460948	0.035974	0.032138	0.0347667	0.0475436	0.0371539	0.0317586	0.0216711	0.0214832	0.0251917	0.0165308	0.0218502	0.0334694	0.0545933	0.1229367	0.1820499	0.2201806	0.2327791	0.1826814	0.1607738	0.140833	0.1152907	0.1406603	0.1550106	0.1723614	0.1567065	0.1449541	0.1920166	0.1658031	0.147541	0.127851	0.0960521	0.0876562	0.090619	0.0784165	0.0833797	0.1283619	0.1332298	0.1911038	0.1437282	0.1111613	0.1208214	0.0971302	0.0810157	
Zebra Finch (<em class="sci">Taeniopygia guttata</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	
House Sparrow (<em class="sci">Passer domesticus</em>)	0.1851977	0.1852174	0.1641604	0.1829368	0.1950491	0.1733639	0.1891069	0.2095151	0.2103803	0.212408	0.1917428	0.2088919	0.2313125	0.2341183	0.2139946	0.2099886	0.2327697	0.2125265	0.231502	0.2870942	0.3497353	0.3646081	0.357387	0.3422282	0.3404895	0.3097215	0.3247399	0.2809567	0.2779043	0.2393758	0.2324159	0.1975028	0.1743636	0.1665725	0.1491078	0.1561201	0.1628171	0.1701158	0.1712893	0.2106726	0.2449878	0.2226708	0.2276771	0.2633566	0.2810664	0.2330468	0.2198045	0.1859129	
American Pipit (<em class="sci">Anthus rubescens</em>)	0.007097	0.0214493	0.0247494	0.0125786	0.0098165	0.0221967	0.0104871	0.0041171	0.0071315	0.0056081	0.0063517	0.0105004	0.0076516	0.0013691	0.0031703	0.0025539	0.0045481	0.0015348	0.0013961	1.342E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.769E-4	0.0018619	0.0107669	0.0184589	0.0291731	0.0371491	0.0728182	0.0887531	0.0987578	0.1341021	0.0856562	0.0465432	0.0444126	0.0293283	0.0066505	
Evening Grosbeak (<em class="sci">Hesperiphona vespertina</em>)	0.0062521	0.0031884	0.004386	0.0051955	0.0068289	0.0065059	0.0043978	0.0059469	0.0075277	0.0028041	0.0015879	4.468E-4	0.0017657	2.738E-4	6.793E-4	9.932E-4	5.831E-4	0.0027772	1.642E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.4E-5	0.0036687	0.0156479	0.0192547	0.0151565	0.0090012	0.0126525	0.012894	0.0066225	0.0063482	
House Finch (<em class="sci">Haemorhous mexicanus</em>)	0.2375803	0.2313043	0.2174185	0.2392672	0.2189501	0.2334481	0.2743572	0.2817932	0.3038827	0.2975815	0.3171894	0.3418231	0.3440259	0.2927163	0.2647192	0.2400681	0.2248397	0.1870935	0.1905231	0.2343708	0.2790408	0.307601	0.2905431	0.3052035	0.3396307	0.3229116	0.3260968	0.3221314	0.3302961	0.3037849	0.3107034	0.286417	0.2002703	0.1703411	0.1376261	0.1396864	0.153919	0.1727596	0.1735586	0.2333519	0.292176	0.265528	0.3196046	0.2958769	0.3456846	0.3352436	0.3096815	0.2460701	
Purple Finch (<em class="sci">Haemorhous purpureus</em>)	0.0314295	0.0286957	0.0253759	0.0265245	0.0285958	0.0306162	0.0189445	0.0219579	0.0293185	0.022082	0.0214371	0.0183199	0.0170689	0.012322	0.0106431	0.0063848	0.003965	0.0010232	8.21E-5	1.342E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0017026	0.002478	0.0045223	0.0094647	0.010578	0.0127793	0.0402954	0.0700118	0.0953863	0.1334963	0.1245342	0.1637562	0.1245645	0.1134207	0.1002865	0.0640177	0.0353688	
House/Purple Finch (<em class="sci">Haemorhous mexicanus/purpureus</em>)	3.38E-4	2.899E-4	3.133E-4	2.734E-4	4.268E-4	0.0011481	0.0	0.0	7.924E-4	0.0	0.0	0.0	8.829E-4	2.738E-4	4.529E-4	0.0015	3.499E-4	7.31E-5	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.253E-4	0.0	4.655E-4	2.833E-4	2.84E-4	1.823E-4	9.245E-4	4.447E-4	4.89E-4	0.0	3.295E-4	5.807E-4	4.519E-4	0.0019102	3.154E-4	0.0	
Redpoll (<em class="sci">Acanthis flammea</em>)	1.69E-4	0.002029	0.0084586	0.0030079	8.536E-4	0.0	3.383E-4	0.0	0.0	3.505E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0034349	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	9.78E-4	0.0037267	0.0039539	0.0029036	0.0027113	0.0023878	6.307E-4	9.069E-4	
Red Crossbill (<em class="sci">Loxia curvirostra</em>)	0.0089557	0.0026087	9.398E-4	0.0	0.0012804	7.654E-4	6.766E-4	0.0015	0.0	0.0015	3.97E-4	0.0	5.886E-4	0.0	0.0	0.0	1.166E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.523E-4	6.055E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.223E-4	0.002934	0.0083851	0.0214168	0.017712	0.0140081	0.0124164	0.0072532	0.0045345	
White-winged Crossbill (<em class="sci">Loxia leucoptera</em>)	0.0	0.0	0.0	2.734E-4	0.0	0.0	0.0	0.0	0.0087163	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.89E-4	6.211E-4	0.001318	0.0	0.0	0.0	3.154E-4	0.0	
Pine Siskin (<em class="sci">Spinus pinus</em>)	0.0084488	0.0063768	0.0056391	0.0082034	0.0081093	0.0049751	0.0054127	0.0045746	0.0079239	0.0035051	0.0063517	0.0033512	0.0067687	0.0041073	0.004529	0.0029796	0.003965	0.0016809	9.855E-4	1.342E-4	3.114E-4	3.959E-4	7.596E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010861	0.0018889	0.0118326	0.0451272	0.0429484	0.077821	0.107824	0.1152174	0.1024712	0.0505226	0.0393131	0.0305635	0.0214443	0.0126965	
American Goldfinch (<em class="sci">Spinus tristis</em>)	0.148023	0.1431884	0.139411	0.1490293	0.1395647	0.141217	0.1343031	0.1404392	0.1208399	0.1086576	0.115919	0.1159517	0.1330194	0.16977	0.205163	0.243899	0.2344023	0.1620259	0.159481	0.1685001	0.192152	0.1904196	0.1625522	0.1667779	0.1970803	0.2144602	0.2329263	0.2603694	0.3006834	0.2722444	0.2954128	0.3272796	0.2475783	0.1906915	0.1605896	0.1619758	0.1662249	0.2170663	0.2149941	0.2380211	0.297555	0.3680124	0.4121911	0.3655633	0.3352915	0.2879656	0.2469253	0.1665659	
finch sp. (<em class="sci">Fringillidae sp.</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.889E-4	0.0	0.0	0.0	6.67E-4	9.78E-4	9.317E-4	3.295E-4	0.0	0.0	4.776E-4	0.0	0.0	
Lapland Longspur (<em class="sci">Calcarius lapponicus</em>)	1.69E-4	0.0023188	9.398E-4	2.734E-4	0.0038412	0.01416	0.0010149	4.575E-4	0.0035658	3.505E-4	0.0	8.937E-4	0.0	2.738E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0017	0.0017986	1.823E-4	5.883E-4	0.0014452	0.004401	0.0052795	0.0039539	0.0011614	0.0018075	0.0019102	6.307E-4	6.046E-4	
Chestnut-collared Longspur (<em class="sci">Calcarius ornatus</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.883E-4	0.0027793	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Snow Bunting (<em class="sci">Plectrophenax nivalis</em>)	0.0023657	0.002029	0.0059524	0.0019141	0.0034144	0.0110984	0.0030447	9.149E-4	0.0031696	0.0017525	0.0011909	0.0	0.0	0.0	0.0	0.0015	0.0012828	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0013341	0.0114914	0.0223602	0.0191104	0.024971	0.0171713	0.0114613	0.0094607	0.0045345	
Grasshopper Sparrow (<em class="sci">Ammodramus savannarum</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.094E-4	0.0011662	8.77E-4	4.106E-4	4.025E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.889E-4	9.466E-4	0.001641	0.0021852	0.0031128	0.0012225	6.211E-4	9.885E-4	0.0034843	0.0099413	0.0019102	3.154E-4	0.0	
Chipping Sparrow (<em class="sci">Spizella passerina</em>)	0.041906	0.0495652	0.0341479	0.0598852	0.049936	0.0497512	0.0520974	0.0516926	0.042393	0.0347003	0.0480349	0.0918231	0.16392	0.2280942	0.2468297	0.2443246	0.2122449	0.1541329	0.1315595	0.1416689	0.1469947	0.1579572	0.1397645	0.1437625	0.1343924	0.1187103	0.1234735	0.1120194	0.0964313	0.0793493	0.0691131	0.0631858	0.0407749	0.0374976	0.0260667	0.0289951	0.0366339	0.0615371	0.0789208	0.0959422	0.095599	0.068323	0.0906096	0.0775261	0.0750113	0.056829	0.043204	0.0371826	
Clay-colored Sparrow (<em class="sci">Spizella pallida</em>)	0.0016898	0.0043478	3.133E-4	5.469E-4	4.268E-4	7.654E-4	3.383E-4	0.0	3.962E-4	0.0017525	0.0011909	0.0	0.0	2.738E-4	6.793E-4	0.0	0.0	4.385E-4	8.21E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0033791	0.0035802	0.003879	0.0072724	0.006437	0.0097548	0.0108422	0.012229	0.003423	0.0034161	0.0187809	0.0043554	0.0031631	4.776E-4	0.0	6.046E-4	
Field Sparrow (<em class="sci">Spizella pusilla</em>)	0.0613383	0.0597101	0.0466792	0.0615258	0.0516432	0.0459242	0.0483762	0.0512351	0.0717116	0.1079565	0.1314013	0.1485702	0.1783402	0.2144031	0.2223732	0.2116913	0.2074636	0.1777388	0.1834606	0.1911725	0.1930863	0.1880443	0.1690087	0.1777852	0.1751825	0.1949194	0.1976481	0.2013321	0.1624905	0.1447543	0.1299694	0.0983731	0.0687092	0.0561523	0.0446858	0.0447677	0.0497917	0.0780381	0.1081694	0.1438577	0.1119804	0.0956522	0.1271829	0.1123693	0.1224582	0.0893028	0.0876695	0.0607618	
Spizella sp. (<em class="sci">Spizella sp.</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.028E-4	0.0	0.0	0.0	0.0	2.253E-4	1.884E-4	0.0	9.44E-5	0.0	0.0	8.4E-5	3.335E-4	4.89E-4	0.0	6.59E-4	0.0	0.0	0.0	0.0	0.0	
Lark Sparrow (<em class="sci">Chondestes grammacus</em>)	0.0082798	0.004058	0.0012531	0.0128521	0.0072557	0.0049751	3.383E-4	9.149E-4	0.0011886	0.0	0.0	2.234E-4	2.943E-4	0.0	0.0	7.094E-4	0.0016327	0.0	0.0047631	2.683E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0022779	0.00166	6.116E-4	0.0051078	0.004055	0.0045223	0.0031032	0.0017945	6.626E-4	1.823E-4	5.883E-4	0.002557	9.78E-4	0.0052795	0.0052718	0.0020325	0.0045188	0.0023878	3.154E-4	0.0018138	
American Tree Sparrow (<em class="sci">Spizelloides arborea</em>)	0.0020277	0.0057971	0.0040727	0.0114848	0.0102433	0.0099502	0.0020298	0.0027447	0.001981	0.0042061	3.97E-4	2.234E-4	2.943E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.211E-4	0.0026359	0.0034843	0.0013556	0.0038204	0.0022075	0.0021161	
Fox Sparrow (<em class="sci">Passerella iliaca</em>)	0.1294356	0.1434783	0.112782	0.1566858	0.1630388	0.133563	0.1102842	0.1225984	0.1101426	0.0753593	0.0535927	0.0310545	0.0082401	0.0027382	0.0	0.0	1.166E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.12E-5	6.724E-4	0.0018899	0.006846	0.028882	0.0945634	0.1350174	0.1708089	0.2005731	0.1825922	0.1076179	
Dark-eyed Junco (<em class="sci">Junco hyemalis</em>)	0.1873944	0.1805797	0.1857769	0.203172	0.1835254	0.2097206	0.2141407	0.1962489	0.2087956	0.1728006	0.1774514	0.1921358	0.1606828	0.0952903	0.0339674	0.0065267	0.0015	2.923E-4	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.31E-4	0.0023612	0.0184589	0.0581639	0.0927047	0.1265147	0.1728606	0.1897516	0.2507414	0.2473868	0.2846814	0.2846227	0.2611164	0.2019347	
White-crowned Sparrow (<em class="sci">Zonotrichia leucophrys</em>)	0.0047313	0.0026087	0.0046992	0.002461	8.536E-4	0.0015308	0.0010149	4.575E-4	0.0011886	0.0010515	0.0015879	4.468E-4	8.829E-4	0.0013691	0.0011322	0.0019864	0.0061808	0.0042388	0.0017246	4.025E-4	3.114E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0021723	0.0098448	0.0501413	0.0665658	0.0689272	0.0261614	0.0108696	0.0257002	0.0107433	0.0085856	0.0066858	0.0037843	0.0021161	
Golden-crowned Sparrow (<em class="sci">Zonotrichia atricapilla</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0046129	0.0015	0.0	0.0	0.0	0.0	
Harris's Sparrow (<em class="sci">Zonotrichia querula</em>)	0.0	0.0	9.398E-4	0.0038283	0.0012804	0.0042097	0.0027064	0.0059469	0.0067353	0.0042061	0.0031759	0.0013405	5.886E-4	5.476E-4	6.793E-4	5.675E-4	2.332E-4	4.385E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0045188	0.0	0.0	0.0	
White-throated Sparrow (<em class="sci">Zonotrichia albicollis</em>)	0.4004731	0.3997101	0.3712406	0.4140005	0.4007682	0.380023	0.3863329	0.3833486	0.3934231	0.339292	0.3560937	0.3742181	0.3814008	0.4063527	0.4549366	0.4205448	0.2844315	0.0927428	0.0143714	0.0045613	0.0028029	7.918E-4	7.596E-4	3.336E-4	8.587E-4	4.885E-4	9.046E-4	6.055E-4	0.0	3.32E-4	0.0	0.0	0.0015	0.0	0.0021722	0.0129392	0.0769595	0.2327468	0.3032442	0.38199	0.4515892	0.4332298	0.5008237	0.5182927	0.5463172	0.5272206	0.5272785	0.4229141	
Vesper Sparrow (<em class="sci">Pooecetes gramineus</em>)	0.0040554	0.0057971	0.0018797	0.0065628	0.002134	0.0042097	0.0010149	0.0013724	3.962E-4	7.01E-4	0.0015879	0.0013405	5.886E-4	0.0016429	6.793E-4	8.513E-4	4.665E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.44E-5	0.0013253	0.0026438	0.0138679	0.0219011	0.0190709	0.0108696	0.0144975	0.0171312	0.0153638	0.0066858	0.0037843	0.0018138	
LeConte's Sparrow (<em class="sci">Ammospiza leconteii</em>)	0.0	2.899E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.829E-4	0.0010953	0.002038	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.447E-4	0.0	0.0021739	0.0026359	0.004065	4.519E-4	0.0	0.0	0.0	
Seaside Sparrow (<em class="sci">Ammospiza maritima</em>)	0.0060831	0.0086957	0.0090852	0.010391	0.0059752	0.0057405	0.0060893	0.0036597	0.0031696	0.0049071	0.0091306	0.0060322	0.0097116	0.0117744	0.0149457	0.0283768	0.0412828	0.0562011	0.0697216	0.0672122	0.0545002	0.0415677	0.042537	0.0433622	0.036067	0.0381045	0.0253279	0.0257342	0.0136674	0.0122842	0.0180428	0.0122966	0.0081099	0.0060298	0.0069822	0.0096335	0.0121166	0.0108488	0.0131955	0.0128961	0.0051345	0.002795	0.0032949	0.0034843	0.0040669	0.0052531	0.0081993	0.0069528	
Nelson's Sparrow (<em class="sci">Ammospiza nelsoni</em>)	0.0018587	0.002029	0.0025063	0.005469	0.0034144	0.003827	0.0013532	9.149E-4	3.962E-4	0.001402	0.0015879	2.234E-4	0.00206	5.476E-4	0.0	0.0015	0.0012828	0.003508	0.0018067	0.0018782	0.0012457	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.552E-4	0.0017945	0.0051117	0.0093901	0.0173138	0.0155642	0.0112469	9.317E-4	0.0019769	0.0017422	0.0022594	0.0019102	0.0037843	0.0036276	
Saltmarsh Sparrow (<em class="sci">Ammospiza caudacuta</em>)	0.0011828	0.0023188	0.0037594	0.0060159	0.004268	0.0061232	0.0013532	0.0013724	7.924E-4	0.0028041	0.0047638	0.0015639	0.0035315	0.0021906	0.0024909	0.0025539	0.0033819	0.0043119	0.0026279	0.0057687	0.0018686	0.0019794	0.0034182	0.0036691	0.0021468	9.77E-4	0.0027137	0.0042386	0.0037965	0.0066401	0.0070336	0.0062429	0.0031539	0.0033917	0.0044996	0.006989	0.0119273	0.0120339	0.0168095	0.0158977	0.0061125	0.0015528	0.0016474	0.0011614	0.0022594	4.776E-4	0.0047304	0.0042322	
Nelson's x Saltmarsh Sparrow (hybrid) (<em class="sci">Ammospiza nelsoni x caudacuta</em>)	0.0	0.0	0.0	0.0	4.268E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.47E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Nelson's/Saltmarsh Sparrow (Sharp-tailed Sparrow) (<em class="sci">Ammospiza nelsoni/caudacuta</em>)	6.759E-4	0.0017391	0.0012531	0.0013672	0.0017072	0.0022962	0.0	0.0015	7.924E-4	3.505E-4	7.94E-4	2.234E-4	0.0	2.738E-4	2.264E-4	4.257E-4	9.329E-4	1.462E-4	3.285E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.552E-4	7.556E-4	0.0020825	0.0029173	0.0021012	0.0040022	0.0012225	0.0	9.885E-4	0.0	0.0	4.776E-4	0.0012614	3.023E-4	
Ammospiza sp. (<em class="sci">Ammospiza sp.</em>)	3.38E-4	0.0	0.0	2.734E-4	0.0	0.0	0.0	0.0	3.962E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.959E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.103E-4	4.722E-4	0.0015	2.735E-4	1.681E-4	0.0	0.0	0.0	0.0	2.904E-4	4.519E-4	0.0	0.0	0.0	
Savannah Sparrow (<em class="sci">Passerculus sandwichensis</em>)	0.0441027	0.0568116	0.0548246	0.0735576	0.0567648	0.0585534	0.0341678	0.0343092	0.0384311	0.0364529	0.0254069	0.0290438	0.0297234	0.0473713	0.0620471	0.055193	0.0510787	0.0291603	0.0066519	6.708E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.32E-4	3.058E-4	7.567E-4	0.0047308	0.0156397	0.0425136	0.0917076	0.1498485	0.1740359	0.1780131	0.188438	0.1430318	0.1167702	0.1285008	0.1103368	0.1043832	0.0768863	0.0813623	0.0359734	
Henslow's Sparrow (<em class="sci">Centronyx henslowii</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0016676	0.0	0.0	0.0072488	0.0	0.0	0.0	0.0	0.0	
Song Sparrow (<em class="sci">Melospiza melodia</em>)	0.2843866	0.304058	0.302005	0.3048947	0.2769953	0.2648297	0.2432341	0.3051235	0.3359746	0.3361374	0.3346566	0.3217158	0.256033	0.2404162	0.212183	0.1784904	0.1842566	0.1650954	0.1844461	0.2060639	0.2678293	0.2684086	0.2521838	0.2501668	0.2902533	0.2955545	0.2912709	0.2721768	0.2388003	0.1918991	0.1782875	0.1341279	0.0768191	0.0670812	0.0640807	0.0731016	0.1525937	0.3052238	0.3818289	0.4297943	0.4198044	0.3850932	0.4085667	0.3855981	0.4121103	0.3787011	0.3888363	0.3062273	
