









Frequency of observations in the selected location(s).:
Number of taxa: 	929

	Jan				Feb				Mar				Apr				May				Jun				Jul				Aug				Sep				Oct				Nov				Dec				
Killdeer (<em class="sci">Charadrius vociferus</em>)	0.0058673	0.0054958	0.0065324	0.007084	0.0054707	0.0057674	0.0071115	0.0281645	0.0495695	0.0967365	0.112981	0.1218459	0.1103712	0.1084919	0.1011607	0.1000247	0.0968146	0.0959477	0.1061429	0.116435	0.1085195	0.0999506	0.1017981	0.1046684	0.1023318	0.1095858	0.1116147	0.1199767	0.1207408	0.1212987	0.1162165	0.1137582	0.112423	0.0896771	0.0887192	0.086311	0.0737832	0.0604564	0.0499256	0.0387507	0.0244202	0.0184703	0.0143202	0.0107696	0.0082202	0.0079713	0.0081647	0.007512	
Common Ringed Plover (<em class="sci">Charadrius hiaticula</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.2E-5	6.094E-4	3.035E-4	7.43E-5	1.46E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Semipalmated Plover (<em class="sci">Charadrius semipalmatus</em>)	1.211E-4	8.88E-5	7.51E-5	1.12E-4	1.17E-4	4.42E-5	6.05E-5	3.87E-5	1.25E-5	6.68E-5	2.22E-5	6.81E-5	4.78E-5	1.93E-4	1.152E-4	8.507E-4	0.0053148	0.0168302	0.0315095	0.0354822	0.0156466	0.0053954	0.0025883	0.0021324	0.0031749	0.0091914	0.0261619	0.0572354	0.085855	0.0940458	0.0980555	0.0918304	0.0827528	0.0553665	0.0376805	0.0279523	0.0180633	0.0104302	0.0075359	0.0051434	0.0022643	0.0011727	8.053E-4	6.739E-4	2.069E-4	3.72E-5	1.421E-4	1.462E-4	
Common Ringed/Semipalmated Plover (<em class="sci">Charadrius hiaticula/semipalmatus</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.79E-5	1.73E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Piping Plover (<em class="sci">Charadrius melodus</em>)	9.31E-5	3.81E-5	1.001E-4	1.12E-4	5.85E-5	2.21E-5	3.78E-5	6.45E-5	2.507E-4	8.348E-4	0.0026548	0.0040845	0.0034584	0.0035934	0.0030914	0.0036566	0.0035992	0.0050337	0.0071076	0.0125053	0.0146035	0.015458	0.0144285	0.0124691	0.0118311	0.0146927	0.0155692	0.0171757	0.0139296	0.0112512	0.0092973	0.0068955	0.0041911	0.0016048	0.0011533	8.467E-4	5.001E-4	3.587E-4	3.039E-4	2.148E-4	1.101E-4	0.0	3.5E-5	8.09E-5	1.129E-4	3.72E-5	6.32E-5	5.62E-5	
Charadrius/Thinornis sp. (<em class="sci">Charadrius/Thinornis sp.</em>)	9.3E-6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Northern Lapwing (<em class="sci">Vanellus vanellus</em>)	0.0	0.0	0.0	9.771E-4	2.779E-4	2.983E-4	2.497E-4	3.225E-4	1.504E-4	0.0015	1.11E-5	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.258E-4	0.0	0.0	0.0	0.0	3.948E-4	0.0	
Wilson's Plover (<em class="sci">Anarhynchus wilsonia</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0015	0.0	0.0	0.0	1.37E-5	1.4E-5	3.34E-5	2.855E-4	7.2E-6	0.0015	1.3E-5	1.38E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Snowy Plover (<em class="sci">Anarhynchus nivosus</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.566E-4	2.336E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
small plover sp. (<em class="sci">Charadrius/Thinornis/Anarhynchus sp.</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.7E-6	0.0	1.21E-5	0.0	0.0	0.0	0.0	3.39E-5	0.0	0.0	0.0	5.36E-5	1.73E-5	0.0015	0.0	2.97E-5	2.92E-5	1.23E-5	0.0	0.0	0.0	1.13E-5	0.0	0.0	1.75E-5	0.0	0.0	0.0	0.0	0.0	
plover sp. (<em class="sci">Charadriidae sp.</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.6E-6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.21E-5	0.0	0.0	1.2E-5	1.5E-5	0.0	0.0	1.27E-5	1.77E-5	0.0	3.47E-5	1.13E-5	2.89E-5	2.97E-5	0.0015	2.45E-5	0.0	1.38E-5	0.0	1.13E-5	0.0	1.63E-5	0.0	0.0	0.0	0.0	0.0	0.0	
Upland Sandpiper (<em class="sci">Bartramia longicauda</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.03E-5	2.962E-4	3.86E-4	0.0012001	0.00118	6.792E-4	5.608E-4	8.335E-4	0.0014207	0.0016617	0.0017421	0.0018724	0.0017469	0.0011382	6.094E-4	6.221E-4	7.594E-4	0.0011122	0.001143	0.0010061	8.238E-4	0.0013585	3.12E-4	2.044E-4	1.35E-4	4.41E-5	0.0015	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Hudsonian Whimbrel (<em class="sci">Numenius hudsonicus</em>)	0.0	0.0015	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	9.6E-6	8.27E-5	4.8E-5	2.195E-4	1.33E-4	1.936E-4	7.872E-4	0.0021131	7.035E-4	3.51E-4	1.377E-4	3.132E-4	6.889E-4	0.0021667	0.0045677	0.006607	0.0057201	0.0056077	0.0056027	0.0051349	0.0046247	0.0031799	0.0021899	0.0020737	9.708E-4	3.863E-4	1.671E-4	3.39E-5	1.57E-5	1.63E-5	1.75E-5	1.35E-5	0.0015	0.0	0.0	0.0015	
Eurasian Whimbrel (<em class="sci">Numenius phaeopus</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.6E-6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Long-billed Curlew (<em class="sci">Numenius americanus</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5E-5	0.0015	0.0	0.0015	0.0015	0.0	0.0	0.0	0.0	0.0015	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Bar-tailed Godwit (<em class="sci">Limosa lapponica</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.54E-5	1.44E-5	0.0015	0.0	0.0	0.0	0.0	0.0	5.51E-4	0.0011265	5.12E-4	1.25E-4	3.47E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.08E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Black-tailed Godwit (<em class="sci">Limosa limosa</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.78E-5	2.76E-5	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Hudsonian Godwit (<em class="sci">Limosa haemastica</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.2E-6	0.0	0.0015	1.4E-5	1.469E-4	1.312E-4	1.442E-4	7.28E-5	1.3E-5	2.75E-5	0.0	1.5E-5	0.0011849	7.82E-4	0.0022403	0.0018714	0.0029825	0.0011795	0.0024602	0.003931	0.0020803	0.0013431	0.0026995	0.0056926	0.0027041	0.0020663	0.0019217	0.0026732	0.0014333	2.451E-4	8.09E-5	0.0	0.0015	0.0	0.0	
Marbled Godwit (<em class="sci">Limosa fedoa</em>)	2.887E-4	3.81E-5	2.5E-5	1.02E-5	2.93E-5	1.1E-5	0.0	0.0	0.0	0.0	0.0	0.0	9.6E-6	0.0	9.6E-6	8.23E-5	1.19E-4	2.403E-4	2.47E-4	2.091E-4	3.032E-4	0.0	8.26E-5	4.82E-5	1.5E-5	2.201E-4	2.844E-4	2.785E-4	0.0017831	0.0038754	0.0033304	0.0039499	0.0041622	0.0020209	0.0014015	0.0020369	0.0017799	0.0020557	0.0016561	0.0011417	0.0011479	0.0014822	9.453E-4	9.3E-4	3.95E-4	6.875E-4	1.421E-4	1.574E-4	
godwit sp. (<em class="sci">Limosa sp.</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.13E-5	0.0	1.49E-5	0.0	2.45E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Short-billed Dowitcher (<em class="sci">Limnodromus griseus</em>)	1.86E-5	3.81E-5	0.0	0.0	4.39E-5	0.0	3.03E-5	9.03E-5	2.51E-5	5.57E-5	2.22E-5	1.51E-5	3.82E-5	6.43E-5	4.416E-4	0.0010496	0.0027519	0.0062955	0.0103411	0.0099668	0.0042331	0.0022231	0.0016659	0.0025661	0.0097045	0.025763	0.0340531	0.0375789	0.0393877	0.040415	0.0443531	0.0360009	0.0256092	0.0142354	0.010088	0.0073869	0.0042216	0.0030628	0.0019448	0.00104	2.988E-4	2.443E-4	7.0E-5	5.39E-5	5.64E-5	7.43E-5	1.579E-4	3.37E-5	
Long-billed Dowitcher (<em class="sci">Limnodromus scolopaceus</em>)	4.657E-4	2.031E-4	1.502E-4	4.987E-4	2.487E-4	4.42E-5	9.08E-5	1.806E-4	1.504E-4	7.79E-5	1.555E-4	3.177E-4	1.911E-4	1.93E-4	1.632E-4	2.333E-4	3.221E-4	2.27E-4	2.238E-4	7.2E-6	1.21E-5	0.0	2.75E-5	2.41E-5	1.048E-4	3.893E-4	0.0014574	0.003139	0.0035133	0.0025181	0.0039375	0.0036114	0.0046391	0.0032245	0.0035622	0.0045278	0.0052366	0.0044287	0.0050138	0.0039452	0.0032392	0.002036	0.0011729	4.718E-4	5.831E-4	2.23E-4	6.159E-4	1.574E-4	
Short-billed/Long-billed Dowitcher (<em class="sci">Limnodromus griseus/scolopaceus</em>)	9.3E-6	0.0	2.5E-5	0.0015	0.0	0.0	7.6E-6	0.0	0.0	4.45E-5	1.11E-5	3.03E-5	1.91E-5	4.6E-5	1.632E-4	1.303E-4	2.171E-4	1.469E-4	4.167E-4	1.731E-4	1.941E-4	7.8E-5	1.38E-5	8.43E-5	3.445E-4	8.464E-4	0.0015285	0.001772	0.0017125	0.0021074	0.0022376	0.0023587	0.0023412	0.0012928	9.197E-4	0.0011902	0.0015004	8.278E-4	7.445E-4	4.635E-4	6.762E-4	3.583E-4	3.326E-4	1.213E-4	3.76E-5	3.72E-5	3.16E-5	3.37E-5	
American Woodcock (<em class="sci">Scolopax minor</em>)	7.916E-4	7.869E-4	8.51E-4	6.107E-4	5.705E-4	0.0010165	0.0014374	0.0070443	0.0145011	0.0282385	0.0299698	0.0250136	0.0205782	0.0171032	0.011367	0.0106748	0.0095512	0.0096468	0.0110665	0.007558	0.0056158	0.0045373	0.0038687	0.0041202	0.0035194	0.0036393	0.0039101	0.0025441	0.0023834	0.0022681	0.0022896	0.0024264	0.0020956	0.0021398	0.002803	0.0028468	0.0028095	0.0029525	0.0042086	0.0065677	0.0048431	0.0042185	0.0038339	0.0023723	0.0017117	0.0012264	0.0021794	9.109E-4	
Wilson's Snipe (<em class="sci">Gallinago delicata</em>)	9.965E-4	0.0018785	0.0016519	0.0022087	0.0020186	0.0010938	9.986E-4	0.0014321	0.0018299	0.0037065	0.0068982	0.0148478	0.0194222	0.0222222	0.0202091	0.0184957	0.0109307	0.0051405	0.0039667	0.0035194	0.0036024	0.0043813	0.0037586	0.0029878	0.0034745	0.0028268	0.0022216	0.0030883	0.0033544	0.0047148	0.0049262	0.0064779	0.0075585	0.0060627	0.0059565	0.0075709	0.0080461	0.0077399	0.0078094	0.0072686	0.00445	0.0034041	0.0029936	0.0017657	0.0016365	0.0012821	0.001753	9.334E-4	
Common/Wilson's Snipe (<em class="sci">Gallinago gallinago/delicata</em>)	0.0	0.0	0.0	0.0	1.46E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	1.91E-5	1.84E-5	0.0	0.0015	0.0015	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Wilson's Phalarope (<em class="sci">Phalaropus tricolor</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.8E-5	2.195E-4	2.521E-4	0.0013486	0.0015203	0.0018534	0.0011159	6.24E-4	2.616E-4	1.807E-4	1.048E-4	2.708E-4	4.621E-4	0.0014556	0.0045373	0.0059471	0.0050476	0.0038371	0.0029193	0.0010996	3.796E-4	5.89E-4	4.56E-4	2.069E-4	1.975E-4	1.13E-5	1.57E-5	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	
Red Phalarope (<em class="sci">Phalaropus fulicarius</em>)	0.0	1.27E-5	2.5E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	9.6E-6	0.0015	9.6E-6	6.9E-6	0.0015	2.67E-5	1.54E-5	2.38E-4	1.21E-5	2.6E-5	0.0	0.0	0.0	9.479E-4	6.398E-4	6.33E-5	0.0	1.79E-5	0.0015	1.13E-5	5.78E-5	0.0010402	2.628E-4	1.35E-4	2.206E-4	5.519E-4	4.406E-4	3.73E-4	0.0013051	4.398E-4	0.0012605	4.178E-4	0.0012227	3.53E-4	6.32E-5	0.0	
Red-necked Phalarope (<em class="sci">Phalaropus lobatus</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.82E-5	0.0015	7.68E-5	6.17E-5	2.8E-5	9.35E-5	5.711E-4	0.0014568	0.0010916	6.5E-4	2.75E-5	8.43E-5	1.5E-5	0.0	5.33E-5	6.075E-4	0.001536	0.0027324	0.0033477	0.0048415	0.0044368	0.0031354	0.0013139	0.0012884	5.001E-4	2.621E-4	6.08E-5	3.39E-5	2.044E-4	3.583E-4	3.5E-5	1.35E-5	0.0	0.0	0.0	0.0	
Red/Red-necked Phalarope (<em class="sci">Phalaropus fulicarius/lobatus</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.6E-6	0.0	0.0	0.0	0.0	1.34E-5	0.0	7.2E-6	1.21E-5	0.0	0.0	0.0	0.0	0.0	0.0	1.27E-5	0.0	1.79E-5	1.73E-5	1.13E-5	2.89E-5	4.46E-5	0.0015	1.23E-5	1.47E-5	4.14E-5	1.52E-5	2.26E-5	3.14E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
phalarope sp. (<em class="sci">Phalaropus sp.</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.7E-6	0.0	2.88E-5	1.21E-5	1.3E-5	0.0	0.0	0.0	0.0	0.0	2.53E-5	3.53E-5	0.0	8.67E-5	6.77E-5	1.012E-4	8.92E-5	5.84E-5	6.14E-5	7.35E-5	9.66E-5	6.08E-5	5.65E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Spotted Sandpiper (<em class="sci">Actitis macularius</em>)	1.211E-4	8.88E-5	6.26E-5	4.07E-5	5.85E-5	3.31E-5	1.51E-5	0.0015	1.25E-5	0.0015	0.0	5.29E-5	4.012E-4	0.0012407	0.0067396	0.0302887	0.0660883	0.0822351	0.0883161	0.0649498	0.0314266	0.0200733	0.0182146	0.0209987	0.0337711	0.0554869	0.0740247	0.0919539	0.1040394	0.1078151	0.1036929	0.081064	0.0554672	0.0378174	0.0255048	0.0188598	0.0115176	0.0058497	0.0032058	0.0016165	5.504E-4	3.095E-4	7.0E-5	1.213E-4	1.88E-5	3.72E-5	7.9E-5	1.349E-4	
Solitary Sandpiper (<em class="sci">Tringa solitaria</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.11E-5	9.08E-5	4.586E-4	0.0010661	0.0021601	0.0160053	0.0479802	0.0566927	0.0311159	0.0057983	7.156E-4	2.21E-4	1.514E-4	4.217E-4	0.0022464	0.0086328	0.017773	0.0293392	0.0360686	0.037629	0.0415257	0.0388222	0.0368385	0.0282479	0.0221908	0.0144179	0.0091346	0.0048564	0.0023246	8.252E-4	2.201E-4	1.63E-5	0.0	0.0	0.0	0.0	0.0	0.0	
Wood Sandpiper (<em class="sci">Tringa glareola</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.496E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	1.258E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Lesser Yellowlegs (<em class="sci">Tringa flavipes</em>)	3.73E-5	2.54E-5	0.0	4.07E-5	1.46E-5	1.1E-5	7.6E-6	2.58E-5	3.76E-5	7.79E-5	2.666E-4	0.0012556	0.0034297	0.0060197	0.0122983	0.0200255	0.0269031	0.0242206	0.0152956	0.0057839	0.0014555	7.02E-4	9.087E-4	0.0031323	0.0106031	0.0271849	0.038603	0.0476287	0.0588962	0.0707219	0.0783681	0.0726224	0.0645143	0.0455147	0.0374615	0.0333145	0.0262566	0.0205982	0.0170318	0.0097216	0.0041827	0.0010261	7.353E-4	2.022E-4	1.693E-4	7.43E-5	1.421E-4	1.012E-4	
Willet (<em class="sci">Tringa semipalmata</em>)	2.79E-5	1.396E-4	3.75E-5	2.04E-5	0.0	1.1E-5	7.6E-6	1.29E-5	2.51E-5	1.11E-5	5.55E-5	5.29E-5	1.433E-4	5.514E-4	0.0038882	0.0131583	0.0155312	0.0177515	0.0232829	0.0318114	0.036533	0.0342963	0.0316381	0.0290103	0.0278705	0.0289114	0.0271927	0.02477	0.0212563	0.021413	0.0182304	0.0135991	0.0082088	0.0041012	0.003168	0.0017424	0.0010444	8.002E-4	7.293E-4	3.617E-4	2.201E-4	1.955E-4	5.25E-5	1.752E-4	1.129E-4	1.672E-4	1.58E-5	3.37E-5	
Spotted Redshank (<em class="sci">Tringa erythropus</em>)	4.66E-5	1.27E-5	2.5E-5	1.02E-5	0.0015	0.0	7.6E-6	0.0015	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	1.86E-5	3.16E-5	1.12E-5	
Common Greenshank (<em class="sci">Tringa nebularia</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.941E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Greater Yellowlegs (<em class="sci">Tringa melanoleuca</em>)	0.0031758	0.0030081	0.0027531	0.0032672	0.0024867	0.0017678	0.0013466	0.0017288	0.0019803	0.0026714	0.0043211	0.0096515	0.0188777	0.0289955	0.0421175	0.047131	0.0405157	0.0314173	0.0201883	0.0118418	0.0066953	0.0041473	0.0028086	0.0051684	0.0132988	0.0263047	0.039154	0.0477046	0.0562657	0.0656678	0.0725226	0.0693158	0.0680695	0.0523203	0.0461188	0.0442844	0.0437756	0.040548	0.0413869	0.0425602	0.0350656	0.0241872	0.0162809	0.0081682	0.0057748	0.0049426	0.00548	0.0039359	
Lesser/Greater Yellowlegs (<em class="sci">Tringa flavipes/melanoleuca</em>)	0.0015	0.0	0.0	1.02E-5	1.46E-5	0.0	0.0	0.0	0.0	1.11E-5	2.22E-5	1.059E-4	4.49E-4	9.007E-4	0.0013825	0.0017288	0.0019817	0.0015956	0.0010727	6.274E-4	1.819E-4	1.56E-4	1.514E-4	1.928E-4	6.589E-4	0.0018281	0.0022216	0.0025441	0.0028777	0.0035718	0.0043017	0.0038145	0.0035263	0.002853	0.0026716	0.0020615	0.0022506	0.0018349	0.0016865	0.0013904	7.391E-4	2.769E-4	2.101E-4	6.74E-5	5.64E-5	0.0	1.58E-5	2.25E-5	
Tringa sp. (<em class="sci">Tringa sp.</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.2E-6	9.6E-6	2.06E-5	0.0015	2.0E-5	1.54E-5	2.16E-5	0.0	0.0	0.0	0.0	3.0E-5	3.39E-5	3.55E-5	5.06E-5	3.53E-5	1.072E-4	3.47E-5	5.64E-5	8.67E-5	2.97E-5	1.46E-5	6.14E-5	2.94E-5	1.38E-5	0.0015	2.26E-5	0.0	0.0	1.75E-5	0.0	0.0	0.0	0.0	0.0	
Ruddy Turnstone (<em class="sci">Arenaria interpres</em>)	0.0039302	0.0029827	0.0027156	0.0023511	0.0019308	0.0014584	8.549E-4	0.0010063	8.523E-4	6.901E-4	6.332E-4	6.505E-4	4.681E-4	4.319E-4	6.432E-4	8.095E-4	0.0019607	0.0063222	0.0155965	0.0251405	0.0161318	0.0049013	0.0028774	0.002277	0.0026508	0.002319	0.0057585	0.0225929	0.0332968	0.0337179	0.0323325	0.0272997	0.0209411	0.0131952	0.0086573	0.0067733	0.0043834	0.0034767	0.0040566	0.0045217	0.0040097	0.0044954	0.0037114	0.0048659	0.0039502	0.0039949	0.0032533	0.0035761	
Red Knot (<em class="sci">Calidris canutus</em>)	8.009E-4	8.504E-4	7.634E-4	4.275E-4	4.388E-4	3.094E-4	9.08E-5	3.096E-4	2.507E-4	1.447E-4	1.0E-4	9.08E-5	2.87E-5	8.27E-5	1.152E-4	3.567E-4	7.983E-4	0.0018092	0.0037969	0.0072046	0.0048395	0.0025092	0.0015007	0.0013132	0.0015575	0.001168	0.0024349	0.0053033	0.0046079	0.005322	0.0074587	0.0088366	0.0090037	0.0053346	0.0031826	0.0023191	0.0017063	0.0018487	0.0019751	0.0023174	0.0021228	0.0022151	0.0015931	0.0014962	8.841E-4	0.0011149	3.159E-4	8.097E-4	
Ruff (<em class="sci">Calidris pugnax</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.6E-6	5.147E-4	2.112E-4	4.116E-4	6.442E-4	2.47E-4	1.003E-4	3.534E-4	0.0	0.0015	0.0	1.807E-4	5.99E-4	0.0011849	7.998E-4	1.772E-4	5.473E-4	1.429E-4	5.2E-5	3.386E-4	7.23E-5	8.92E-5	5.84E-5	1.23E-5	0.0	1.38E-5	3.95E-4	6.78E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Broad-billed Sandpiper (<em class="sci">Calidris falcinellus</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.467E-4	1.301E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Sharp-tailed Sandpiper (<em class="sci">Calidris acuminata</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.55E-5	1.27E-5	3.884E-4	0.0	0.0	0.0	0.0	0.0	0.0	8.59E-5	0.0	8.28E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Curlew Sandpiper (<em class="sci">Calidris ferruginea</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.608E-4	0.0015	4.039E-4	0.0015	1.3E-5	3.167E-4	2.41E-5	5.99E-5	0.0	3.55E-5	3.291E-4	3.53E-5	8.93E-5	2.775E-4	1.467E-4	0.0015	0.0	1.898E-4	1.23E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	
Stilt Sandpiper (<em class="sci">Calidris himantopus</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.6E-6	1.051E-4	9.2E-6	1.344E-4	1.098E-4	1.05E-4	3.805E-4	5.248E-4	4.255E-4	0.0015	6.5E-5	2.891E-4	3.61E-5	4.193E-4	0.0038763	0.0079979	0.0105434	0.0137001	0.0146444	0.0150214	0.0156079	0.0146689	0.0079796	0.0056061	0.0045033	0.0037068	0.0021523	0.0018536	5.087E-4	1.415E-4	1.63E-5	1.75E-5	0.0	0.0	0.0	0.0	0.0	
