









Frequency of observations in the selected location(s).:
Number of taxa: 	929

	Jan				Feb				Mar				Apr				May				Jun				Jul				Aug				Sep				Oct				Nov				Dec				
Cory's/Scopoli's/Cape Verde Shearwater (<em class="sci">Calonectris borealis/diomedea/edwardsii</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Great Shearwater (<em class="sci">Ardenna gravis</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.6E-6	0.0	0.0	0.0	0.0	1.34E-5	7.7E-6	1.298E-4	5.216E-4	4.03E-4	0.0019688	0.0022408	0.001872	0.0020651	0.0019373	0.0021517	0.0016772	0.0017145	0.0019948	0.0014784	0.0012573	5.349E-4	6.278E-4	6.503E-4	2.942E-4	3.449E-4	4.71E-4	3.052E-4	2.83E-4	3.095E-4	1.926E-4	2.291E-4	1.129E-4	0.0	0.0	0.0	
Cory's/Scopoli's/Great Shearwater (<em class="sci">Calonectris borealis/diomedea/Ardenna gravis</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.7E-6	7.2E-6	3.64E-5	1.82E-4	5.92E-4	3.976E-4	5.691E-4	4.57E-4	2.133E-4	3.544E-4	1.765E-4	1.786E-4	5.2E-5	2.031E-4	3.758E-4	1.337E-4	4.38E-5	7.36E-5	5.88E-5	9.66E-5	1.215E-4	1.017E-4	1.57E-5	1.63E-5	0.0	0.0	0.0	0.0	1.58E-5	0.0	
Sooty Shearwater (<em class="sci">Ardenna grisea</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.6E-6	1.84E-5	9.6E-6	6.9E-6	1.4E-5	8.01E-5	3.241E-4	0.0016876	0.0017466	7.671E-4	8.811E-4	5.662E-4	4.643E-4	5.078E-4	4.266E-4	7.215E-4	3.354E-4	1.964E-4	2.255E-4	1.354E-4	1.879E-4	5.94E-5	4.38E-5	4.91E-5	1.47E-5	5.52E-5	0.0	1.13E-5	6.29E-5	8.14E-5	7.0E-5	2.7E-5	3.76E-5	1.86E-5	1.58E-5	0.0	
Short-tailed Shearwater (<em class="sci">Ardenna tenuirostris</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.14E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Sooty/Short-tailed Shearwater (<em class="sci">Ardenna grisea/tenuirostris</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.49E-5	0.0	0.0	0.0	0.0	0.0	0.0	1.57E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Manx Shearwater (<em class="sci">Puffinus puffinus</em>)	0.0	1.27E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	2.06E-5	3.5E-5	2.0E-5	1.003E-4	1.082E-4	2.426E-4	1.17E-4	4.13E-4	6.867E-4	4.044E-4	5.586E-4	4.088E-4	6.202E-4	4.59E-4	3.215E-4	2.428E-4	3.273E-4	3.469E-4	7.43E-5	1.022E-4	2.209E-4	7.35E-5	8.28E-5	1.064E-4	1.13E-4	1.258E-4	4.89E-5	3.5E-5	1.35E-5	1.881E-4	0.0	0.0	0.0	
Sargasso Shearwater (<em class="sci">Puffinus lherminieri</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.28E-5	0.0	1.38E-5	7.23E-5	0.0	0.0	0.0	7.59E-5	1.059E-4	3.215E-4	3.816E-4	3.386E-4	2.168E-4	7.43E-5	1.46E-4	6.14E-5	0.0	5.52E-5	1.52E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
small shearwater sp. (<em class="sci">Puffinus sp.</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.44E-5	1.21E-5	0.0	0.0	3.61E-5	0.0	3.39E-5	0.0	0.0	3.53E-5	3.57E-5	5.2E-5	2.26E-5	2.89E-5	0.0	0.0	2.45E-5	0.0	1.38E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
shearwater sp. (<em class="sci">Procellariidae sp. (shearwater sp.)</em>)	0.0	2.54E-5	0.0	0.0	0.0	0.0	0.0	0.0	1.25E-5	1.11E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.32E-5	7.21E-5	3.032E-4	1.56E-4	6.058E-4	5.421E-4	5.841E-4	5.247E-4	3.732E-4	6.708E-4	4.061E-4	3.929E-4	3.816E-4	6.32E-4	4.769E-4	1.337E-4	2.628E-4	1.35E-4	1.03E-4	1.656E-4	1.519E-4	1.356E-4	6.29E-5	3.26E-5	3.5E-5	4.04E-5	0.0	0.0	0.0	0.0	
procellariid sp. (<em class="sci">Procellariidae sp.</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2E-5	0.0	0.0	0.0	1.27E-5	0.0	0.0	5.2E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Wood Stork (<em class="sci">Mycteria americana</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	6.9E-6	3.151E-4	2.604E-4	7.7E-6	0.0	0.0	0.0015	0.0	0.0	0.0	0.0015	7.998E-4	0.0015062	0.0025776	7.144E-4	9.887E-4	4.51E-5	8.67E-5	0.0	0.0	0.0	3.383E-4	3.173E-4	8.204E-4	2.939E-4	0.0	3.26E-5	0.0	0.0	0.0	0.0	0.0	0.0	
Magnificent Frigatebird (<em class="sci">Fregata magnificens</em>)	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	6.9E-6	0.0	0.0	0.0	5.77E-5	1.21E-5	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	1.13E-5	7.23E-5	0.0	1.022E-4	1.23E-5	0.0015	0.0	0.0	1.13E-5	0.0015	0.0	0.0	0.0	0.0	0.0	3.16E-5	0.0015	
Northern Gannet (<em class="sci">Morus bassanus</em>)	0.0101234	0.0088846	0.0059818	0.004173	0.0030718	0.0027843	0.00202	0.0033674	0.0031835	0.0035841	0.0063316	0.0102414	0.0115884	0.0098061	0.0054915	0.0022914	0.0017296	0.0016957	0.0019756	0.0029136	0.0027048	0.0022882	0.0020927	0.0016385	9.734E-4	0.0011172	8.709E-4	0.0010252	6.356E-4	7.144E-4	8.153E-4	9.818E-4	0.0015608	0.0010104	0.0011387	0.0016811	0.0023829	0.0033112	0.0035097	0.008659	0.0125639	0.0163529	0.0154932	0.0202588	0.0178323	0.012821	0.0133605	0.0116954	
Red-footed Booby (<em class="sci">Sula sula</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.13E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Brown Booby (<em class="sci">Sula leucogaster</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4E-5	0.0	7.7E-6	2.16E-5	0.0	0.0	2.065E-4	1.2E-5	5.99E-5	5.08E-5	3.55E-5	2.53E-5	1.77E-5	5.36E-5	2.428E-4	5.868E-4	7.804E-4	4.161E-4	8.614E-4	6.381E-4	8.237E-4	8.416E-4	2.887E-4	2.939E-4	2.988E-4	1.63E-5	8.75E-5	9.44E-5	0.0	0.0	0.0	0.0	
sulid sp. (<em class="sci">Sulidae sp.</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.21E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.79E-5	0.0	1.13E-5	2.89E-5	0.0	0.0	1.23E-5	1.47E-5	1.38E-5	1.52E-5	0.0	0.0	1.63E-5	1.75E-5	0.0015	0.0	0.0	0.0	0.0	
Anhinga (<em class="sci">Anhinga anhinga</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.6E-6	0.00177	4.341E-4	2.337E-4	7.7E-6	0.0015	3.64E-5	0.0015	0.0	0.0	0.0	0.0	5.154E-4	0.0014176	1.589E-4	1.79E-5	6.94E-5	1.241E-4	4.34E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012264	6.001E-4	0.0	
Great Cormorant (<em class="sci">Phalacrocorax carbo</em>)	0.0131409	0.0143423	0.0152048	0.0155623	0.014218	0.0107172	0.0083219	0.0131082	0.0117688	0.0087376	0.0085422	0.0070798	0.004022	0.0020494	0.0012097	6.106E-4	3.711E-4	3.872E-4	5.016E-4	2.957E-4	3.275E-4	3.51E-4	2.891E-4	3.614E-4	4.643E-4	3.216E-4	3.377E-4	5.189E-4	7.238E-4	5.893E-4	5.204E-4	6.658E-4	9.538E-4	9.213E-4	0.0016935	0.0025523	0.0027213	0.0038768	0.0037832	0.0054599	0.0058023	0.0071503	0.0076678	0.0091387	0.0102705	0.0097179	0.0131868	0.013236	
Double-crested Cormorant (<em class="sci">Nannopterum auritum</em>)	0.0520419	0.0521526	0.0457145	0.0384936	0.0358229	0.0259201	0.0206686	0.0344734	0.0305438	0.0344048	0.0490869	0.0874985	0.1421461	0.1796986	0.1962923	0.1951305	0.166236	0.1501502	0.1479395	0.1422967	0.1290299	0.1169557	0.1157722	0.1159569	0.1242718	0.1429829	0.1565271	0.1786297	0.202853	0.2202915	0.2273855	0.2345473	0.2255976	0.2122234	0.2080237	0.2086237	0.2128915	0.2154604	0.2167644	0.2060296	0.1856121	0.1583002	0.1306502	0.1101361	0.0863399	0.0686202	0.0610066	0.0529891	
Great/Double-crested Cormorant (<em class="sci">Phalacrocorax carbo/Nannopterum auritum</em>)	1.118E-4	2.538E-4	1.502E-4	9.16E-5	1.463E-4	1.436E-4	2.27E-5	9.03E-5	1.379E-4	2.004E-4	1.777E-4	2.118E-4	1.815E-4	7.35E-5	6.72E-5	2.74E-5	2.8E-5	6.01E-5	3.09E-5	4.33E-5	1.21E-5	2.6E-5	2.75E-5	0.0015	1.5E-5	1.69E-5	0.0	1.27E-5	1.77E-5	0.0	0.0	1.13E-5	0.0	1.49E-5	0.0015	7.36E-5	1.471E-4	1.38E-4	1.064E-4	1.356E-4	1.258E-4	1.792E-4	2.451E-4	1.887E-4	2.633E-4	2.601E-4	1.263E-4	9.0E-5	
Neotropic Cormorant (<em class="sci">Nannopterum brasilianum</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.68E-5	0.0	4.185E-4	4.2E-5	9.35E-5	5.4E-5	1.442E-4	6.065E-4	6.63E-4	2.616E-4	5.301E-4	5.092E-4	4.062E-4	2.666E-4	3.544E-4	4.414E-4	2.143E-4	2.428E-4	2.031E-4	7.082E-4	4.012E-4	2.044E-4	1.595E-4	8.384E-4	4.553E-4	1.519E-4	5.65E-5	3.14E-5	1.63E-5	0.0	0.0	0.0	0.0	0.0	0.0	
Double-crested/Neotropic Cormorant (<em class="sci">Nannopterum auritum/brasilianum</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.2E-6	0.0	0.0	0.0	0.0	0.0	7.2E-6	0.0	0.0	0.0	0.0	0.0	3.39E-5	1.78E-5	1.27E-5	0.0	0.0	0.0	1.13E-5	0.0	2.97E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
cormorant sp. (<em class="sci">Phalacrocoracidae sp.</em>)	9.965E-4	0.0013327	0.0012264	0.0011399	9.654E-4	7.624E-4	6.355E-4	8.257E-4	7.019E-4	7.124E-4	8.331E-4	9.833E-4	8.12E-4	7.536E-4	4.608E-4	4.116E-4	2.451E-4	2.07E-4	3.087E-4	2.524E-4	1.698E-4	2.34E-4	1.927E-4	2.409E-4	1.048E-4	2.37E-4	1.955E-4	1.266E-4	2.825E-4	3.57E-5	1.041E-4	7.9E-5	2.312E-4	2.08E-4	2.774E-4	1.841E-4	3.824E-4	5.933E-4	5.925E-4	7.461E-4	9.435E-4	0.0010587	0.0011204	0.0014962	0.0014484	0.0015237	0.0015635	0.0017768	
White Ibis (<em class="sci">Eudocimus albus</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	9.2E-6	0.0	2.74E-5	4.9E-5	1.34E-5	7.7E-6	7.2E-6	0.0	0.0015	0.0	0.0	0.0	3.385E-4	6.931E-4	6.455E-4	3.531E-4	0.0014823	0.0011275	0.0016025	3.902E-4	1.486E-4	1.314E-4	1.104E-4	1.47E-5	1.38E-5	1.215E-4	1.13E-5	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Glossy Ibis (<em class="sci">Plegadis falcinellus</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.23E-5	1.11E-5	6.656E-4	0.0022737	0.00647	0.010839	0.0112854	0.0106996	0.0129648	0.0166615	0.020222	0.0240278	0.0223485	0.0224688	0.0217577	0.0209815	0.0240364	0.0264107	0.0242004	0.0237103	0.0189485	0.0184906	0.0114097	0.0081221	0.0047402	0.003533	0.0023682	0.0022653	9.106E-4	0.0012155	0.00104	8.177E-4	4.561E-4	1.05E-4	1.213E-4	7.52E-5	3.72E-5	0.0	0.0015	
White-faced Ibis (<em class="sci">Plegadis chihi</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.82E-5	9.2E-6	1.536E-4	3.362E-4	3.781E-4	1.001E-4	5.016E-4	8.077E-4	1.455E-4	6.76E-4	7.435E-4	3.373E-4	4.044E-4	5.755E-4	6.221E-4	3.924E-4	2.119E-4	7.14E-5	1.214E-4	0.0	0.0015	0.0	0.0	6.14E-5	2.795E-4	0.0015	8.053E-4	1.696E-4	1.73E-4	1.63E-5	0.0	0.0	0.0	0.0	0.0	0.0	
Glossy x White-faced Ibis (hybrid) (<em class="sci">Plegadis falcinellus x chihi</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0E-6	6.7E-6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.52E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Glossy/White-faced Ibis (<em class="sci">Plegadis falcinellus/chihi</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.11E-5	0.0	7.6E-6	0.0015	0.0	9.6E-6	4.12E-5	4.2E-5	1.068E-4	3.09E-5	6.49E-5	8.49E-5	7.8E-5	1.101E-4	1.446E-4	1.947E-4	3.893E-4	2.31E-4	3.038E-4	1.765E-4	8.93E-5	6.94E-5	1.467E-4	1.156E-4	1.189E-4	1.022E-4	1.35E-4	7.35E-5	2.759E-4	2.887E-4	1.13E-4	6.29E-5	8.14E-5	0.0	0.0	0.0	0.0	0.0	0.0	
ibis sp. (<em class="sci">Threskiornithidae sp. (ibis sp.)</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0015	0.0	0.0	1.69E-5	0.0	1.27E-5	0.0	0.0	0.0	2.26E-5	0.0	0.0015	0.0	0.0	0.0	1.38E-5	1.52E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Roseate Spoonbill (<em class="sci">Platalea ajaja</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3E-5	5.51E-5	3.373E-4	4.49E-5	0.0015065	0.0017595	0.0050122	0.0016949	0.001268	3.296E-4	2.144E-4	0.0010839	6.835E-4	1.314E-4	1.227E-4	5.88E-5	2.76E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
American Bittern (<em class="sci">Botaurus lentiginosus</em>)	8.196E-4	8.123E-4	0.0014517	8.651E-4	9.508E-4	4.861E-4	3.556E-4	6.967E-4	5.013E-4	1.892E-4	1.999E-4	0.0012707	0.0019776	0.0043103	0.0067588	0.0116009	0.0115119	0.0107016	0.0101713	0.0093177	0.0079446	0.0090616	0.0069527	0.0047467	0.0049721	0.0050612	0.0048343	0.003949	0.0032485	0.0031789	0.0035212	0.0036904	0.0035119	0.0030611	0.0028614	0.001951	0.0020593	0.0019867	0.0024309	0.0014921	0.0022486	0.0011076	9.103E-4	7.009E-4	7.9E-4	8.362E-4	6.159E-4	6.185E-4	
Least Bittern (<em class="sci">Botaurus exilis</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.11E-5	0.0	0.0	8.087E-4	5.568E-4	0.0025864	0.0017366	0.0025235	0.0045532	0.0049978	0.0048638	0.0056554	0.0055897	0.0051684	0.0044479	0.0057721	0.0057229	0.0060501	0.0051199	0.0039469	0.003209	0.002686	0.0028182	0.0016494	0.0011095	4.049E-4	4.41E-5	8.28E-5	1.52E-5	1.13E-5	0.0	3.26E-5	1.75E-5	0.0	0.0	0.0	0.0	0.0	
small bittern sp. (<em class="sci">Botaurus sp. (small bittern sp.)</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.13E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Yellow-crowned Night Heron (<em class="sci">Nyctanassa violacea</em>)	7.357E-4	4.442E-4	2.253E-4	1.425E-4	5.85E-5	4.42E-5	2.27E-5	2.58E-5	2.381E-4	1.67E-4	1.444E-4	0.0013615	0.0022928	0.002656	0.0032642	0.0046925	0.005833	0.0086788	0.0110048	0.0132626	0.0150159	0.014678	0.0152408	0.0145774	0.0148713	0.0196185	0.0208833	0.0220107	0.0224568	0.0247527	0.0212139	0.0178199	0.013426	0.0112041	0.0096793	0.0096569	0.0072518	0.0053117	0.0033729	0.0012774	6.447E-4	2.606E-4	3.151E-4	2.291E-4	2.257E-4	3.159E-4	3.316E-4	2.699E-4	
Black-crowned Night Heron (<em class="sci">Nycticorax nycticorax</em>)	0.0063516	0.0046073	0.0045051	0.0035929	0.002984	0.002265	0.0016871	0.0023223	0.0020805	0.0020814	0.002977	0.0060738	0.0131169	0.0172594	0.0215628	0.0253355	0.0277363	0.0306629	0.0318027	0.0345303	0.0350775	0.0368964	0.0374618	0.0394073	0.037006	0.0436887	0.0451613	0.0441733	0.0426362	0.0399507	0.0390279	0.03652	0.0337891	0.0319182	0.0254172	0.0220256	0.0184311	0.0146105	0.0124282	0.0084781	0.0074849	0.0067268	0.0063723	0.0052837	0.004966	0.0055929	0.0043114	0.0047794	
Yellow-crowned/Black-crowned Night Heron (<em class="sci">Nyctanassa violacea/Nycticorax nycticorax</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.6E-6	0.0	1.84E-5	0.0	6.9E-6	4.9E-5	1.34E-5	7.7E-6	2.88E-5	3.64E-5	3.9E-5	0.0	2.41E-5	1.5E-5	1.69E-5	5.33E-5	7.59E-5	5.3E-5	7.14E-5	1.041E-4	3.39E-5	4.34E-5	5.94E-5	0.0	6.14E-5	7.35E-5	4.14E-5	3.04E-5	0.0	1.57E-5	0.0	1.75E-5	0.0	0.0	0.0	0.0	0.0	
Little Blue Heron (<em class="sci">Egretta caerulea</em>)	9.3E-6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	1.11E-5	3.33E-5	1.588E-4	7.547E-4	0.0020862	0.003533	0.0033547	0.0024228	0.0028974	0.0034265	0.0046733	0.0052641	0.0046543	0.0049701	0.0056262	0.0065296	0.0076849	0.0090465	0.0116952	0.0119876	0.0132693	0.0126797	0.0104843	0.0074717	0.0064193	0.0056645	0.0032394	0.002736	0.0018349	9.116E-4	3.843E-4	4.875E-4	4.561E-4	3.501E-4	1.213E-4	3.76E-5	5.57E-5	4.74E-5	1.12E-5	
Tricolored Heron (<em class="sci">Egretta tricolor</em>)	5.59E-5	5.08E-5	0.0	0.0	2.93E-5	6.63E-5	0.0	0.0	0.0	0.0	0.0	1.51E-5	3.726E-4	6.158E-4	0.0015745	0.0014407	0.0010714	0.0012818	0.0015975	0.0019183	0.0016738	0.0022231	0.0019275	0.0016144	0.001273	0.0012695	0.0024527	0.0015442	0.0015183	0.0016966	0.001804	0.0020991	0.001373	8.47E-4	8.76E-4	3.804E-4	5.295E-4	1.242E-4	1.975E-4	1.356E-4	1.887E-4	9.77E-5	7.0E-5	6.74E-5	1.88E-5	0.0	4.74E-5	2.25E-5	
Reddish Egret (<em class="sci">Egretta rufescens</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Snowy Egret (<em class="sci">Egretta thula</em>)	2.421E-4	6.35E-5	7.51E-5	0.0	2.93E-5	4.42E-5	1.51E-5	3.87E-5	2.51E-5	0.0	2.111E-4	0.0026549	0.010184	0.0185553	0.0233101	0.0217612	0.0200968	0.0231858	0.0259994	0.0328715	0.0353322	0.0343613	0.0337032	0.0345401	0.0364069	0.0443828	0.0484138	0.0526915	0.0564952	0.0582205	0.0561829	0.0478732	0.0407116	0.033523	0.028702	0.02821	0.0217554	0.0185149	0.0143274	0.0092694	0.00434	0.0025735	0.0014005	8.357E-4	2.257E-4	2.787E-4	1.105E-4	2.024E-4	
Little Egret (<em class="sci">Egretta garzetta</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.698E-4	0.0015	0.0	0.0	0.0	0.0	0.0	8.46E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Western Reef-Heron (<em class="sci">Egretta gularis</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.354E-4	1.6E-4	5.06E-5	1.059E-4	1.79E-5	1.73E-5	2.26E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Egretta sp. (<em class="sci">Egretta sp.</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.7E-6	0.0	0.0	0.0	0.0	0.0	1.2E-5	0.0	1.69E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Green Heron (<em class="sci">Butorides virescens</em>)	4.66E-5	1.27E-5	1.25E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.03E-5	7.452E-4	0.0031982	0.0119046	0.0346793	0.0530569	0.051225	0.056413	0.0543195	0.050336	0.0531215	0.0526062	0.0557316	0.0610576	0.0688424	0.0780059	0.0920172	0.1028212	0.1017966	0.101091	0.1008137	0.0900801	0.0767345	0.0564404	0.034333	0.0189459	0.0072984	0.0026437	9.495E-4	5.661E-4	3.42E-4	1.926E-4	6.74E-5	3.76E-5	1.86E-5	4.74E-5	4.5E-5	
Western Cattle-Egret (<em class="sci">Ardea ibis</em>)	0.0	0.0	1.25E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.749E-4	2.102E-4	5.974E-4	5.088E-4	6.243E-4	3.711E-4	2.737E-4	4.862E-4	3.967E-4	5.943E-4	1.43E-4	2.341E-4	1.687E-4	7.49E-5	5.924E-4	3.555E-4	2.911E-4	5.826E-4	2.857E-4	3.816E-4	1.016E-4	2.168E-4	3.269E-4	2.336E-4	3.313E-4	1.03E-4	4.829E-4	4.102E-4	0.0032669	0.0037739	0.0027526	0.0015756	4.718E-4	2.445E-4	1.301E-4	1.58E-5	0.0015	
Great Egret (<em class="sci">Ardea alba</em>)	0.0034179	0.0028304	0.0017895	0.0013842	0.0012141	0.0010607	9.003E-4	0.0012515	0.0014915	0.0021037	0.0069315	0.0272071	0.0520951	0.0670619	0.0760457	0.0812752	0.0765288	0.078096	0.081224	0.0860011	0.0832545	0.0810473	0.0790539	0.0817421	0.0866518	0.1039829	0.1141207	0.1335325	0.1458458	0.1478373	0.1420444	0.1347493	0.1199815	0.1040017	0.0942231	0.0938942	0.0878308	0.0736597	0.0554711	0.0405254	0.0286029	0.0188286	0.0142327	0.0096644	0.0067153	0.0057416	0.0040271	0.0043183	
Great Blue Heron (<em class="sci">Ardea herodias</em>)	0.0620163	0.0597172	0.0528476	0.0489873	0.0448628	0.0315217	0.026494	0.0375182	0.03567	0.0427306	0.0611726	0.101658	0.1225042	0.1248323	0.1225699	0.1281318	0.1302789	0.1307898	0.1404538	0.1497321	0.1372777	0.1324007	0.1311094	0.1331607	0.1489674	0.1745349	0.196943	0.2169048	0.2275167	0.2338286	0.2404295	0.2423343	0.239067	0.2238436	0.2151335	0.2050775	0.1949164	0.1783753	0.1615819	0.1446707	0.1272584	0.1120757	0.10959	0.0984769	0.0869982	0.0826489	0.0796576	0.0713756	
